Date,Country,Local,Industry Sector,Accident Level,Potential Accident Level,Gender,Employee type,Critical Risk,Description,Year,Month,Day,Weekday,WeekofYear,Season,Description_preprocessed
2016-07-30,Country_02,Local_07,Mining,I,II,Male,Employee,Others,"employee reports that upon initiating 615RLC front loading activity, during the elevation of the aerial work platform, a rock fragment from the roof of the gallery was dropped, reaching its face, causing the lesion.",2016,7,30,Saturday,30,Winter,employee report upon initiating 615rlc front loading activity elevation aerial work platform rock fragment roof gallery dropped reaching face causing lesion
2016-08-02,Country_02,Local_02,Mining,I,III,Male,Third Party (Remote),Others,"When opened the access ladder of the people carrying Truck the employee had his right hand pressed into the support bracket of the same, suffering a superficial injury.",2016,8,2,Tuesday,31,Winter,opened access ladder people carrying truck employee right hand pressed support bracket suffering superficial injury
2016-08-01,Country_02,Local_05,Metals,II,III,Female,Third Party,Manual Tools,The employee of partner company GR reports that she was cutting watermelon when she injured her 2nd chirodactilo of the left hand with the knife.,2016,8,1,Monday,31,Winter,employee partner company go report cutting watermelon injured chirodactilo left hand knife
2016-08-02,Country_03,Local_10,Others,I,I,Male,Third Party,Bees,"The mincing team was carrying out activities in the city of Juína and was coordinated by mining technician Felipe a time when the mining technician was last in line and more away from the team, was bitten by a blackjack on the left side of his face. There was no allergic manifestation and the team continued the work. In the afternoon, after lunch, the employee sought medical care, was medicated and released to continue activities the next day.",2016,8,2,Tuesday,31,Winter,mincing team carrying activity city juana coordinated mining technician felipe time mining technician last line away team bitten blackjack left side face allergic manifestation team continued work afternoon after lunch employee sought medical care medicated released continue activity next day
2016-08-01,Country_01,Local_04,Mining,II,III,Male,Third Party,Others,"At times when the worker was cleaning the long holes of the production mesh in negative, when removing the polyethylene pipe it suffers a clogging inside the drill, which product of compressed air pressure is released by ejecting detritus and fragments of rock inside the hole impacting the worker's forehead causing a cut.",2016,8,1,Monday,31,Winter,time worker cleaning long hole production mesh negative removing polyethylene pipe suffers clogging inside drill product compressed air pressure released ejecting detritus fragment rock inside hole impacting worker forehead causing cut
2016-08-04,Country_02,Local_08,Metals,I,II,Male,Employee,Cut,"When removing the cap from the wear plate of the Warman LX-BB-01 pump, the left hand of the employee who was with the glove slipped came to have contact with the cutting part of the board.",2016,8,4,Thursday,31,Winter,removing cap wear plate barman lxbb01 pump left hand employee glove slipped came contact cutting part board
2016-08-11,Country_02,Local_02,Mining,IV,IV,Male,Third Party (Remote),Others,"During the withdrawal of the fixed jaw wedge from the crusher 41BR01, the hoisting device (hook) was broken causing the steel cable of the overhead crane to strike the left hand of the employee.",2016,8,11,Thursday,32,Winter,withdrawal fixed jaw wedge crusher 41br01 hoisting device hook broken causing steel cable overhead crane strike left hand employee
2016-08-11,Country_02,Local_12,Others,I,IV,Female,Employee,Others,"On leaving the Company the employee stumbled onto the exit ladder of the building and fell 3 steps, causing twisting of the ankle and grating on the cinnamon",2016,8,11,Thursday,32,Winter,leaving company employee stumbled onto exit ladder building fell 3 step causing twisting ankle grating cinnamon
2016-08-12,Country_01,Local_03,Mining,III,IV,Male,Employee,Others,"During ore transport works from OP2 to bines; after having filled the tenth mining car with ore, the assistant positioned on the platform of the hopper OP2 places a wooden board between the pistons of the chain to avoid the fall of fines into the track, at which time a fragment of rock (10cmx8cm x6 cm; 1.4 Kg) rolls by the load and hits the distal phalanx of the fourth finger of the left hand. The assistant at the time of the accident was wearing safety gloves (pad type). The hopper OP2 at the time of the accident was with zero energy.",2016,8,12,Friday,32,Winter,ore transport work op line after filled tenth mining car ore assistant positioned platform hopper op2 place wooden board between piston chain avoid fall fine track time fragment rock 10cmx8cm xu 14 keg roll load hit distal phalanx fourth finger left hand assistant time accident wearing safety glove pad type hopper op2 time accident zero energy
2016-08-14,Country_01,Local_01,Mining,III,IV,Male,Third Party,Others,"In circumstances, the drilling assistants proceeded to assemble the inner tube to the barel; the injured person retracts the inner tube (head) to throw it manually towards the top of the catheter (inclination - 3 °) to continue with the perforation, in that moment the glove of the left hand is hooked in the speart point pushing his left hand until the edge of the box of the barel, originating the injury. At the time of the accident the injured employee used his rubber gloves and the work area was well lit.",2016,8,14,Sunday,32,Winter,circumstance drilling assistant proceeded assemble inner tube barely injured person retracts inner tube head throw manually towards top catheter inclination 3 continue perforation moment glove left hand hooked spear point pushing left hand edge box barel originating injury time accident injured employee used rubber glove work area well lit
2016-08-14,Country_02,Local_08,Metals,I,III,Male,Employee,Projection,"The employee Mr. Nilton made the opening of the visit to unclog, at this moment occurred projection of hot material, occurring the accident.",2016,8,14,Sunday,32,Winter,employee milton made opening visit unclog moment occurred projection hot material occurring accident
2016-08-15,Country_01,Local_01,Mining,I,IV,Male,Third Party,Others,"While maintaining the ramp 604, when placing the first cloth for the overlap with the previous mesh; the operator will check the work front, then return to the back of the team to coordinate with his assistant, at which time a fragment of rock (Weight: 0.42 kg) of the non-sustained area will be detached, which impacts on the arm of the team and reaching by bounce the collaborator causing the injury. The one involved made use of all their EPPs. At the time of the incident the assistant was in the back of the team preparing the support mesh.",2016,8,15,Monday,33,Winter,maintaining ramp 604 placing first cloth overlap previous mesh operator check work front return back team coordinate assistant time fragment rock weight 042 keg nonsustained area detached impact arm team reaching bounce collaborator causing injury one involved made use epps time incident assistant back team preparing support mesh
2016-08-18,Country_01,Local_03,Mining,I,III,Male,Employee,Others,"At level 3450 access 4 A2, the operator of the Scissor # 200 performed the support of the crown, at which time a piece of rock (13cmx6cmx2cm; 54g) passes between the cocada of the support mesh, from a height of 1.60 meters, towards the platform of the team breaking into particles one of which reaches his right eye causing the injury.",2016,8,18,Thursday,33,Winter,level 3450 access 4 operator scissor 200 performed support crown time piece rock 13cmx6cmx2cm big pass between cicada support mesh height 160 meter towards platform team breaking particle one reach right eye causing injury
2016-08-19,Country_01,Local_03,Mining,I,III,Male,Employee,Others,"At level 2995 access # 6 A1 while the operator of the Scissor # 187 carried out the support of the right gable, from the platform it is arranged to place the Split set in the drill in the squat position to be introduced by the bolt, moment in which the which between the cocada of the support mesh falls from the crown a piece of rock (5cmx4cmx2cm; 112gr) from an approximate height of 2m impacting on the cervical region of the collaborator, causing the lesion described. At the time of the accident the crown was held and the collaborator used his safety glasses and gloves.",2016,8,19,Friday,33,Winter,level 2995 access 6 operator scissor 187 carried support right gable platform arranged place split set drill squat position introduced bolt moment between cicada support mesh fall crown piece rock 5cmx4cmx2cm 112gr approximate height impacting cervical region collaborator causing lesion described time accident crown held collaborator used safety glass glove
2016-08-22,Country_02,Local_05,Metals,I,III,Male,Employee,Pressed,"The employee was performing cutting activity on a carbon steel pipe attached to the band saw machine. Due to uneven weight distribution, the tube moved downward and the other end was projected upwards, pressing the thumb.",2016,8,22,Monday,34,Winter,employee performing cutting activity carbon steel pipe attached band saw machine due uneven weight distribution tube moved downward end projected upwards pressing thumb
2016-08-24,Country_02,Local_05,Metals,I,II,Male,Employee,Cut,"The servant would remove the dishes from the bowl of the sink and when picking up a set of plates, there was one of them with the broken / broken edge, causing injury to his 3rd chiropactyl from his right hand.",2016,8,24,Wednesday,34,Winter,servant would remove dish bowl sink picking set plate one broken broken edge causing injury ord chiropactyl right hand
2016-08-25,Country_01,Local_03,Mining,I,IV,Male,Employee,Others,"At times when the collaborator was performing the evacuation of inchancables from the mine, present in Strip ° 1, of Phase he notices a piece of support mesh positioned between the frame and the return belt; After several attempts to remove this mesh, with the belt in movement and using a metal rake as support, the mesh yields moving in the direction of rotation of the return belt, hitting the collaborator's hand against the metal structure, causing contusion in the left hand. At the time of the accident the employee used his leather gloves.",2016,8,25,Thursday,34,Winter,time collaborator performing evacuation inchancables mine present strip 1 phase notice piece support mesh positioned between frame return belt after several attempt remove mesh belt movement using metal rake support mesh yield moving direction rotation return belt hitting collaborator hand metal structure causing contusion left hand time accident employee used leather glove
2016-08-24,Country_01,Local_01,Mining,I,II,Male,Employee,Others,"Once the topographic survey in the Stp. 440 (East zone), the victim and his co-worker, decide to continue with their work in the Stp. 440 (West), for this the injured person walks behind his co-worker (10 to 15 meters), when arriving at the loading zone (intersection Rpa 175 and St 440) the injured person asks the sccop operator to stop to pass, once the equipment is stopped, the victim passes behind his partner stuck to the gable, trying to avoid the accumulation of water, when he takes the third step into the puddle, the injured person steps on the false and falls to the floor, causing the injury .",2016,8,24,Wednesday,34,Winter,topographic survey stop 440 east zone victim coworker decide continue work stp 440 west injured person walk behind coworker 10 15 meter arriving loading zone intersection rap 175 440 injured person asks scoop operator stop pas equipment stopped victim pass behind partner stuck gable trying avoid accumulation water take third step puddle injured person step false fall floor causing injury
2016-08-29,Country_02,Local_05,Metals,I,II,Male,Employee,Chemical substances,"The employee reports that after carrying out activity in the area of ​​the Expedition was to remove the overalls and had contact with material that contaminated the sleeve, which caused 1st degree burn in the right forearm.",2016,8,29,Monday,35,Winter,employee report after carrying activity area expedition remove overall contact material contaminated sleeve caused est degree burn right forearm
2016-08-27,Country_01,Local_06,Metals,I,II,Male,Employee,Pressurized Systems / Chemical Substances,"At 22:50 hours in row 12 when the cell suction partner removes the suction hose, untimely splashes of electrolyte solution in the left eye. Immediately he was referred to the medical service.",2016,8,27,Saturday,34,Winter,2250 hour row 12 cell suction partner remove suction hose untimely splash electrolyte solution left eye immediately referred medical service
2016-08-30,Country_02,Local_08,Metals,II,II,Female,Third Party (Remote),Others,"During the execution of the area cleaning activity using a hoe, the employee hit against a fixed metal structure in the area, coming to reach the abdomen on the left.",2016,8,30,Tuesday,35,Winter,execution area cleaning activity using hoe employee hit fixed metal structure area coming reach abdomen left
2016-08-30,Country_01,Local_06,Metals,I,II,Male,Third Party,Others,"Collaborator was cleaning the sink of the Copper repulping area, at the moment of filling the truck with the shovel, he projects sludge towards the lenses; soiling them and obstructing vision. The worker indicates that when removing the lenses to clean them, some mud particles enter the left eye causing discomfort. It is referred to the medical center for the corresponding attention.",2016,8,30,Tuesday,35,Winter,collaborator cleaning sink copper repulsing area moment filling truck shovel project sludge towards lens soiling obstructing vision worker indicates removing lens clean mud particle enter left eye causing discomfort referred medical center corresponding attention
2016-09-01,Country_02,Local_05,Metals,II,IV,Male,Third Party (Remote),Manual Tools,"The clerk was cutting the excess fiberglass in a passing box and had contact with the blade of the marble saw, which cut the glove and caused a wound in his right hand.",2016,9,1,Thursday,35,Spring,clerk cutting excess fiberglass passing box contact blade marble saw cut glove caused wound right hand
2016-09-02,Country_01,Local_03,Mining,I,I,Male,Third Party,Others,"At level 4150 (+80) Unicon plant the collaborator was doing shuttering work in the concrete water sedimentation basin, at the moment of nailing a wood as it supplies on another 4 x 4 inch strip, he feels that the metallic hammer loosen the wooden handle and to fix it, he grabs the hammer by the head and hits the handle vertically on a wood, generating the injury. At the time of the accident the employee did not use his safety gloves.",2016,9,2,Friday,35,Spring,level 4150 80 union plant collaborator shuttering work concrete water sedimentation basin moment nailing wood supply another 4 4 inch strip feel metallic hammer loosen wooden handle fix grab hammer head hit handle vertically wood generating injury time accident employee not use safety glove
2016-09-04,Country_01,Local_03,Mining,I,III,Male,Third Party,Others,"On the surface, in the dining room of employees of the unit, while the collaborator performed the chicken habilitation for lunch using a kitchen knife, it comes into contact with the distal part of the second finger of the left hand causing the injury described . During the accident the employee did not use his specific height gloves for this type of work.",2016,9,4,Sunday,35,Spring,surface dining room employee unit collaborator performed chicken rehabilitation lunch using kitchen knife come contact distal part second finger left hand causing injury described accident employee not use specific height glove type work
2016-09-03,Country_01,Local_04,Mining,III,IV,Male,Employee,Others,"During the maintenance work of the vertical pump (8 "") of zinc concentrate, the three mechanics were performing lifting maneuvers to be able to position the pump to the drawer, instants in which the pump becomes clogged by the reduced space of the work area and in order to release the pump they place a young lady in the lower part, at which time she is released and turns untimely, hitting the middle finger of the injured person's right hand against a 12 ""trellex hose.",2016,9,3,Saturday,35,Spring,maintenance work vertical pump 8 zinc concentrate three mechanic performing lifting maneuver able position pump drawer instant pump becomes clogged reduced space work area order release pump place young lady lower part time released turn untimely hitting middle finger injured person right hand 12 teller hose
2016-09-04,Country_01,Local_06,Metals,IV,IV,Male,Employee,Suspended Loads,"In section 75 in row 12 Cell 36, the worker performs anode lifting to correct short circuit, using the auxiliary hoist and nylon sling, at which time the sling is released from the anode and hits the back of the right hand causing it the injury. Worker is seen in the Medical and transferred to a clinic for external evaluation.",2016,9,4,Sunday,35,Spring,section 75 row 12 cell 36 worker performs anode lifting correct short circuit using auxiliary hoist nylon sling time sling released anode hit back right hand causing injury worker seen medical transferred clinic external evaluation
2016-09-06,Country_02,Local_02,Mining,I,II,Male,Employee,Others,the check list of the area of ​​the survey the operator slipped in the foliage of the leucenas and fell.,2016,9,6,Tuesday,36,Spring,check list area survey operator slipped foliage leucas fell
2016-09-05,Country_02,Local_05,Metals,I,II,Female,Employee,Venomous Animals,By participating in the general DDS held in the outside area of ​​the central locker room the employee was bitten by a bee.,2016,9,5,Monday,36,Spring,participating general odds held outside area central locker room employee bitten bee
2016-09-06,Country_02,Local_07,Mining,I,II,Male,Employee,Others,"The employee reports that when performing the maintenance activity of pump on the tunnel of the TC-020, as he was pulling out the rotor, struck the piece with the mallet that slipped from his hand. Reaching the lower part of your left leg, causing the injury.",2016,9,6,Tuesday,36,Spring,employee report performing maintenance activity pump tunnel tc020 pulling rotor struck piece mallet slipped hand reaching lower part left leg causing injury
2016-09-13,Country_01,Local_03,Mining,I,IV,Male,Third Party,Others,"When trying to release the pipe (HDP pipe, 50m long and 2 ""diameter) stuck in the support mesh, the master loader and his assistant pull the pipe to release it, when the pipe is released hits the lateral part of the cheekbone and the eyelid worker's right generating the described injury.",2016,9,13,Tuesday,37,Spring,trying release pipe hop pipe long 2 diameter stuck support mesh master loader assistant pull pipe release pipe released hit lateral part cheekbone eyelid worker right generating described injury
2016-09-12,Country_01,Local_11,Others,III,IV,Female,Employee,Others,"In the city of Conchucos, of Ancash, participating in a patronal feast, representing the company, was mounted on a horse as part of the ceremony throwing fruits and toys to the people attending this public event, the noise of the materials pyrotechnics and people trying to collect the gifts caused the horse in front and very close to her horse to be frightened and kicked back hitting the lower limbs.",2016,9,12,Monday,37,Spring,city conchucos encash participating national feast representing company mounted horse part ceremony throwing fruit toy people attending public event noise material pyrotechnic people trying collect gift caused horse front close horse frightened kicked back hitting lower limb
2016-09-13,Country_02,Local_05,Metals,I,II,Male,Employee,Suspended Loads,"employee was removing the strap from a chemical container as it projected toward him reaching his lower lip and anterior chest, the strap was contaminated with caustic soda and caused a 1st degree burn.",2016,9,13,Tuesday,37,Spring,employee removing strap chemical container projected toward reaching lower lip anterior chest strap contaminated caustic soda caused est degree burn
2016-09-15,Country_03,Local_10,Others,I,I,Male,Third Party,Others,"When cutting the vegetation to open the bite, using a sickle, the assistant struck the vine twice. When the liana ruptured, the top of the branch projected against the face of the auxiliary causing the cut in the upper lip.",2016,9,15,Thursday,37,Spring,cutting vegetation open bite using sickle assistant struck vine twice liana ruptured top branch projected face auxiliary causing cut upper lip
2016-09-17,Country_01,Local_06,Metals,I,II,Male,Third Party,Pressed,"On September 17, 2016 at approximately 8:35 pm, during the preventive maintenance of the G2142 debarking machine, the bearing assembly is made on the anode cleaning roller; When fitting the bearing in its final position, the staff used a chisel and a 4-pound rope to position the bearing. The worker places his left hand near the head of the chisel and warps, in these circumstances a splinter is embedded in the proximal part of the thumb of the left hand, immediately the collaborator communicates to the supervisor and is evacuated to the Medical for review.",2016,9,17,Saturday,37,Spring,september 17 2016 approximately preventive maintenance g2142 debarking machine bearing assembly made anode cleaning roller fitting bearing final position staff used chisel pound rope position bearing worker place left hand near head chisel warp circumstance splinter embedded proximal part thumb left hand immediately collaborator communicates supervisor evacuated medical review
2016-09-16,Country_02,Local_05,Metals,II,IV,Male,Employee,Pressurized Systems,"Employee reports that he was monitoring the existence of a borehole of a tubing in the thermal recovery boiler of the Ustulation area, through the side window, when he was struck by projection of heated air that reached his face and right forearm.",2016,9,16,Friday,37,Spring,employee report monitoring existence borehole tubing thermal recovery boiler undulation area side window struck projection heated air reached face right forearm
2016-09-20,Country_03,Local_10,Others,I,I,Male,Third Party,Fall,"Collaborator around 9:00 AM, cleaning the leaves of the return well of the 5021 borehole BRAPDD 0183 slipped on the canvas that was on the edge of the well, hitting the right side of the back against the metal structure of the mud-swathed box causing a slight excoriation. The employee was referred to the local hospital, medicated and released for the activities.",2016,9,20,Tuesday,38,Spring,collaborator around cleaning leaf return well 5021 borehole raped 0183 slipped canvas edge well hitting right side back metal structure mudswathed box causing slight exhortation employee referred local hospital medicated released activity
2016-09-20,Country_02,Local_05,Metals,I,II,Male,Third Party (Remote),Blocking and isolation of energies,"The employee was performing maintenance of the blower, when the residual water projection occurred on his face. In an attempt to remove PPE, the injured person has had contact with contaminated gloves with the right eye causing irritation.",2016,9,20,Tuesday,38,Spring,employee performing maintenance blower residual water projection occurred face attempt remove pie injured person contact contaminated glove right eye causing irritation
2016-09-20,Country_01,Local_06,Metals,I,II,Male,Third Party,Others,"The lubricating technician Alfredo made the oil filling to the reducer D-100, in which, he notices an oil leak (tearing) between the connection of the hose and the reducer, correcting the leak. Once the work is finished, he goes to the lubricants workshop where he removes the gloves and observes that both hands are affected by contact with the hot surface and goes to the medical center where he was treated.",2016,9,20,Tuesday,38,Spring,lubricating technician alfredo made oil filling reducer d100 notice oil leak tearing between connection hose reducer correcting leak work finished go lubricant workshop remove glove observes hand affected contact hot surface go medical center treated
2016-09-21,Country_01,Local_03,Mining,I,III,Male,Third Party,Others,"During the maintenance of the access, at the moment the assistant places the mini split set in the adapter, the clamp - which was locked - returns to its initial position hitting the collaborator's hand causing the described injury. At the time of the accident the team was in a sustained area, the arm of the jumbo was at a height of 0.80m from the floor and the employee was wearing rubber gloves.",2016,9,21,Wednesday,38,Spring,maintenance access moment assistant place mini split set adapter clamp locked return initial position hitting collaborator hand causing described injury time accident team sustained area arm jumbo height 080m floor employee wearing rubber glove
2016-09-21,Country_02,Local_05,Metals,II,III,Male,Third Party,Manual Tools,"Employee was preparing rice using a utensil type skimmer to stir inside the pressure cooker when part of the cable broke, reaching its hand causing a blunt cut.",2016,9,21,Wednesday,38,Spring,employee preparing rice using utensil type skimmer stir inside pressure cooker part cable broke reaching hand causing blunt cut
2016-09-22,Country_01,Local_01,Mining,I,IV,Male,Employee,Others,In circumstances in which the operator of bolter N ° 8 went down the ladder to the height of the resting platform - at 0.80 m. floor level - slips off balance by hitting your back against the handrail of the operator's door. At the time of the event the injured person used all his EPP's.,2016,9,22,Thursday,38,Spring,circumstance operator bolter 8 went ladder height resting platform 080 floor level slip balance hitting back handrail operator door time event injured person used epps
2016-09-22,Country_01,Local_06,Metals,I,III,Male,Employee,Others,"The technician Operator when heading towards the zone of lifting containers of dust of zinc in the Section 50, uses a space between base of tranquera and sardinel, slipping in the edge and raspándose left side of thorax. He was treated at the medical center with local treatment, returning to his work area.",2016,9,22,Thursday,38,Spring,technician operator heading towards zone lifting container dust zinc section 50 us space between base tranqued sardine slipping edge raspándose left side thorax treated medical center local treatment returning work area
2016-09-27,Country_01,Local_06,Metals,I,II,Female,Third Party,Pressurized Systems,"At 14: 55h on 27 September, a worker from Confipetrol carried out industrial cleaning of the outside of the acid reduction tank D2055, to check the progress of the helmet mask; moment that hose pipe was released that was secured with pressure clamp (for water and air), impacting lips",2016,9,27,Tuesday,39,Spring,14 oh 27 september worker confipetrol carried industrial cleaning outside acid reduction tank d2055 check progress helmet mask moment hose pipe released secured pressure clamp water air impacting lip
2016-09-29,Country_01,Local_04,Mining,I,II,Male,Third Party,Others,"Being 05:30 am. Approximately Marco and Isidro TORRES they were performing the pipe standardization of the CX 771 / CX-983 Nv. 1940; in moments that Marco lifts the air pipe over the spike, this seat and the pipe impacts on the worker's safety guard.",2016,9,29,Thursday,39,Spring,approximately marco sido torres performing pipe standardization ex 771 cx983 1940 moment marco lift air pipe spike seat pipe impact worker safety guard
2016-09-30,Country_01,Local_04,Mining,I,I,Male,Employee,Others,"Being at 11:00 a.m. approximately the mechanic was removing the last bolt of the 6 ""nipple in the pump 4115 (lime feeder), reactive area, the mechanic is positioned slightly flexing the legs and performs upward force with both hands, in that moment feels a pain and a spume in the right thigh. The mechanic is evacuated with the help of his colleagues to the medical post.",2016,9,30,Friday,39,Spring,approximately mechanic removing last bolt 6 nipple pump 4115 lime feeder reactive area mechanic positioned slightly flexing leg performs upward force hand moment feel pain spume right thigh mechanic evacuated help colleague medical post
2016-10-01,Country_01,Local_04,Mining,II,III,Male,Third Party,Others,"Being 10:50 a.m. approximately, in the maintenance workshop of the E.E Unicon, in circumstances that two mechanical technicians placed the protective plate (30 kg.) of the Mixkret 111 fuel tank, At the moment of attempting to bolt this protective plate it slips from the hands of one of them falling directly on the instep of the left foot, causing the injury described.",2016,10,1,Saturday,39,Spring,approximately maintenance workshop ee union circumstance two mechanical technician placed protective plate 30 keg minaret 111 fuel tank moment attempting bolt protective plate slip hand one falling directly instep left foot causing injury described
2016-10-03,Country_01,Local_04,Mining,I,II,Male,Third Party,Others,"Being 5:15 a.m. in the N. in the NV 1710 CX 018, the mixkret operator was washing the mixkret 116 with a hose with water under pressure, it is necessary to change the location; from the right side to the left and He proceeds to pull the hose then slips and feels that the left foot bends.",2016,10,3,Monday,40,Spring,1710 ex 018 minaret operator washing mixkret 116 hose water pressure necessary change location right side left proceeds pull hose slip feel left foot bend
2016-10-03,Country_02,Local_05,Metals,I,III,Male,Employee,Pressed,"After carrying out the supply operation of the zinc powder container using the crane to move it, the employee closed the lower lock of this same container and when making the movement to push the lock made an excessive effort with the thumb of the right hand, causing sprain.",2016,10,3,Monday,40,Spring,after carrying supply operation zinc powder container using crane move employee closed lower lock container making movement push lock made excessive effort thumb right hand causing sprain
2016-10-03,Country_02,Local_08,Metals,I,II,Male,Employee,Pressed,During the withdrawal of cathode sample the employee came to press the finger with the tool that cuts the sample.,2016,10,3,Monday,40,Spring,withdrawal cathode sample employee came press finger tool cut sample
2016-10-03,Country_01,Local_03,Mining,I,IV,Male,Third Party,Others,"At the intersection of level 3970 - main road and access to the south ramp, the collaborator, after having freed the tube 2 inches in diameter from the gable, descended holding the pipe on the fourth step of a telescopic aluminum ladder (approximately at 1.20 meters from the floor) at which point another clamping point in the gable is lifted by lifting the tube which pulls the worker causing him to lose balance and fall from a height of 1.20 meters. The described injury occurring.",2016,10,3,Monday,40,Spring,intersection level 3970 main road access south ramp collaborator after freed tube 2 inch diameter gable descended holding pipe fourth step telescopic aluminum ladder approximately 120 meter floor point another clamping point gable lifted lifting tube pull worker causing lose balance fall height 120 meter described injury occurring
2016-10-04,Country_03,Local_10,Others,III,III,Male,Employee,Others,"In the probe 5068 bore BAPDD00146, around 15:00 hours, the polling assistant Luciano da Silva performing the maneuver of descending rods, led the rod to the gutter, but this when not leaning suitably came to escape the gutter returning toward the easel. His hand had slipped and his little finger was between the rod and the easel. Realizing that the shaft had returned, he released it. immediately, but his little finger was partially hit by the rim of the rod against the easel resulting in a cut. The auxiliary was taken to hospital and attended to, the wound resulted in 5 points and the was released for administrative activities.",2016,10,4,Tuesday,40,Spring,probe 5068 bore bapdd00146 around 1500 hour polling assistant luciano da silva performing maneuver descending rod led rod gutter not leaning suitably came escape gutter returning toward easel hand slipped little finger between rod easel realizing shaft returned released immediately little finger partially hit rim rod easel resulting cut auxiliary taken hospital attended wound resulted 5 point released administrative activity
2016-10-08,Country_01,Local_04,Mining,II,II,Male,Third Party,Others,"At the offices of Incimmet, in circumstances that an environment was being set up to place cleaning materials, a wooden strip was placed between the staircase structure and the container, this strip was not cut to size, so the accident victim He coordinated with his partner to put it under pressure using a hammer while holding with his right hand the frame, this pressure placed strip pushed to that side of the container creating an opening between the corrugated iron and the wall, at that time, continuing to hit the ribbon, This falls causing the wall of the container to return to its initial position, pressing the tip of the little finger of the right hand against the corrugated iron causing the accident.",2016,10,8,Saturday,40,Spring,office incimmet circumstance environment set place cleaning material wooden strip placed between staircase structure container strip not cut size accident victim coordinated partner put pressure using hammer holding right hand frame pressure placed strip pushed side container creating opening between corrugated iron wall time continuing hit ribbon fall causing wall container return initial position pressing tip little finger right hand corrugated iron causing accident
2016-10-10,Country_01,Local_03,Mining,I,IV,Male,Third Party (Remote),Others,"In the area of ​​equipment inspection, while the staff of the Atenuz EE, trying to remove the hydraulic hammer safety locks of the excavator, the mechanical lubricator holds with his right hand a hat-type chisel while the equipment mechanic hit the chisel with a 2-pound rubber bump to remove the safety, at which point one of the blows falls on the edge of the hat-type protector, causing it to slip and strike the fourth finger of the lubricant mechanic's right hand generating the described injury. At the time of the accident, the lubricator mechanic had put on the gloves type pad.",2016,10,10,Monday,41,Spring,area equipment inspection staff avenue ee trying remove hydraulic hammer safety lock excavator mechanical lubricator hold right hand hatte chisel equipment mechanic hit chisel pound rubber bump remove safety point one blow fall edge hattype protector causing slip strike fourth finger lubricant mechanic right hand generating described injury time accident lubricator mechanic put glove type pad
2016-10-10,Country_01,Local_04,Mining,III,IV,Male,Employee,Others,"Being approx. 23:45 hrs. Mr. Eliseo secondary crushing operator, when retiring to his snack, finds the gate of the chute of strip 6 open, and when approaching to close the gate, in that At that moment, the operator Mr. Samuel who was on the upper platform, coordinates with the operator of the control room the start of strip 6-1, at that moment the start-up product projects a particle (10x6x5cm) impacting on the flange of the gate and projecting to towards the height of the lenses and respirator of Mr. Eliseo.",2016,10,10,Monday,41,Spring,approx 2345 elise secondary crushing operator retiring snack find gate chute strip 6 open approaching close gate moment operator mr samuel upper platform coordinate operator control room start strip 61 moment startup product project particle 10x6x5cm impacting flange gate projecting towards height lens respirator mr eliseo
2016-10-11,Country_02,Local_05,Metals,I,III,Male,Employee,Chemical substances,Employee was doing cleaning near the area of ​​the pneumatic conveyor when he was hit by a drop of sulfuric acid on his upper lip.,2016,10,11,Tuesday,41,Spring,employee cleaning near area pneumatic conveyor hit drop sulfuric acid upper lip
2016-10-13,Country_02,Local_02,Mining,II,II,Male,Third Party (Remote),Others,"Employee assisted in the support of the gate, while the other the tying of the canvas in the frame, and by pressing the rope so that the canvas stretched, the metal structure moved, coming out of the wooden support, falling and striking against the employee's face, causing a cut in the right superciliary.",2016,10,13,Thursday,41,Spring,employee assisted support gate tying canvas frame pressing rope canvas stretched metal structure moved coming wooden support falling striking employee face causing cut right superciliary
2016-10-13,Country_01,Local_03,Mining,III,IV,Male,Employee,Others,"In phase I, the operator carried out the removal of inchancanbles of the reciprocating feeder, while removing a split set with the support of a rope, the staff supports the left hand on the structure of the protection against falling, it is at this moment that another split set comes out together with the load and hits on the distal phalanx of the fifth finger of the left hand, generating the described injury.",2016,10,13,Thursday,41,Spring,phase operator carried removal inchancanbles reciprocating feeder removing split set support rope staff support left hand structure protection falling moment another split set come together load hit distal phalanx fifth finger left hand generating described injury
2016-10-18,Country_01,Local_03,Mining,IV,IV,Male,Third Party,Others,"In circumstances that the assistant of mine was arranging to advance the hose of flexible nylon of 1 ""of diameter, to proceed with the watered of shot fired, positioning itself under a zone with the support deteriorated by the last blasting, moment in which it gives off a block of rock (25cmx10cmx5cm; 3.5 Kg) of the roof of the work of a height of 5.2 meters which when falling hits by rebound in the left leg of the collaborator causing the described injury.",2016,10,18,Tuesday,42,Spring,circumstance assistant mine arranging advance hose flexible nylon 1 diameter proceed watered shot fired positioning zone support deteriorated last blasting moment give block rock 25cmx10cmx5cm 35 keg roof work height 52 meter falling hit rebound left leg collaborator causing described injury
